timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,source_id
2018-05-01T00Z,0.0,,,1,,,334539
2018-05-01T01Z,0.0,,,1,,,334539
2018-05-01T02Z,0.0,,,1,,,334539
2018-05-01T03Z,0.0,,,1,,,334539
2018-05-01T04Z,0.0,,,1,,,334539
2018-05-01T05Z,0.0,,,1,,,334539
2018-05-01T06Z,0.0,,,1,,,334539
2018-05-01T07Z,0.0,,,1,,,334539
2018-05-01T08Z,0.0,,,1,,,334539
2018-05-01T09Z,0.0,,,1,,,334539
2018-05-01T10Z,0.0,,,1,,,334539
2018-05-01T11Z,0.0,,,1,,,334539
2018-05-01T12Z,0.0,,,1,,,334539
2018-05-01T13Z,0.0,,,1,,,334539
2018-05-01T14Z,0.0,,,1,,,334539
2018-05-01T15Z,0.0,,,1,,,334539
2018-05-01T16Z,0.0,,,1,,,334539
2018-05-01T17Z,0.0,,,1,,,334539
2018-05-01T18Z,0.0,,,1,,,334539
2018-05-01T19Z,0.0,,,1,,,334539
2018-05-01T20Z,0.0,,,1,,,334539
2018-05-01T21Z,0.0,,,1,,,334539
2018-05-01T22Z,0.0,,,1,,,334539
2018-05-01T23Z,0.0,,,1,,,334539
2018-05-02T00Z,0.0,,,1,,,334539
2018-05-02T01Z,0.0,,,1,,,334539
2018-05-02T02Z,0.0,,,1,,,334539
2018-05-02T03Z,0.0,,,1,,,334539
2018-05-02T04Z,0.0,,,1,,,334539
2018-05-02T05Z,0.0,,,1,,,334539
2018-05-02T06Z,0.0,,,1,,,334539
2018-05-02T07Z,0.0,,,1,,,334539
2018-05-02T08Z,0.0,,,1,,,334539
2018-05-02T09Z,0.0,,,1,,,334539
2018-05-02T10Z,0.0,,,1,,,334539
2018-05-02T11Z,0.0,,,1,,,334539
2018-05-02T12Z,0.0,,,1,,,334539
2018-05-02T13Z,0.0,,,1,,,334539
2018-05-02T14Z,0.0,,,1,,,334539
2018-05-02T15Z,0.0,,,1,,,334539
2018-05-02T16Z,0.0,,,1,,,334539
2018-05-02T17Z,0.0,,,1,,,334539
2018-05-02T18Z,0.0,,,1,,,334539
2018-05-02T19Z,0.0,,,1,,,334539
2018-05-02T20Z,0.0,,,1,,,334539
2018-05-02T21Z,0.0,,,1,,,334539
2018-05-02T22Z,0.0,,,1,,,334539
2018-05-02T23Z,0.0,,,1,,,334539
2018-05-03T00Z,0.0,,,1,,,334539
2018-05-03T01Z,0.0,,,1,,,334539
2018-05-03T02Z,0.0,,,1,,,334539
2018-05-03T03Z,0.0,,,1,,,334539
2018-05-03T04Z,0.0,,,1,,,334539
