timestamp,raw_value,raw_min,raw_max,samples,duplicate_count,conflict,source_id
2018-04-01T00Z,0.0,,,1,,,46579
2018-04-01T01Z,0.0,,,1,,,46579
2018-04-01T02Z,0.0,,,1,,,46579
2018-04-01T03Z,0.0,,,1,,,46579
2018-04-01T04Z,0.0,,,1,,,46579
2018-04-01T05Z,0.001,,,1,,,46579
2018-04-01T06Z,0.004,,,1,,,46579
2018-04-01T07Z,0.031,,,1,,,46579
2018-04-01T08Z,0.034,,,1,,,46579
2018-04-01T09Z,0.087,,,1,,,46579
2018-04-01T10Z,0.302,,,1,,,46579
2018-04-01T11Z,0.567,,,1,,,46579
2018-04-01T12Z,0.509,,,1,,,46579
2018-04-01T13Z,0.406,,,1,,,46579
2018-04-01T14Z,0.319,,,1,,,46579
2018-04-01T15Z,0.351,,,1,,,46579
2018-04-01T16Z,0.191,,,1,,,46579
2018-04-01T17Z,0.138,,,1,,,46579
2018-04-01T18Z,0.006,,,1,,,46579
2018-04-01T19Z,0.0,,,1,,,46579
2018-04-01T20Z,0.0,,,1,,,46579
2018-04-01T21Z,0.0,,,1,,,46579
2018-04-01T22Z,0.0,,,1,,,46579
2018-04-01T23Z,0.0,,,1,,,46579
2018-04-02T00Z,0.0,,,1,,,46579
2018-04-02T01Z,0.0,,,1,,,46579
2018-04-02T02Z,0.0,,,1,,,46579
2018-04-02T03Z,0.0,,,1,,,46579
2018-04-02T04Z,0.0,,,1,,,46579
2018-04-02T05Z,0.0,,,1,,,46579
2018-04-02T06Z,0.051,,,1,,,46579
2018-04-02T07Z,0.216,,,1,,,46579
2018-04-02T08Z,0.403,,,1,,,46579
2018-04-02T09Z,0.568,,,1,,,46579
2018-04-02T10Z,0.694,,,1,,,46579
2018-04-02T11Z,0.772,,,1,,,46579
2018-04-02T12Z,0.786,,,1,,,46579
2018-04-02T13Z,0.786,,,1,,,46579
2018-04-02T14Z,0.462,,,1,,,46579
2018-04-02T15Z,0.492,,,1,,,46579
2018-04-02T16Z,0.231,,,1,,,46579
2018-04-02T17Z,0.12,,,1,,,46579
2018-04-02T18Z,0.018,,,1,,,46579
2018-04-02T19Z,0.0,,,1,,,46579
2018-04-02T20Z,0.0,,,1,,,46579
2018-04-02T21Z,0.0,,,1,,,46579
2018-04-02T22Z,0.0,,,1,,,46579
2018-04-02T23Z,0.0,,,1,,,46579
2018-04-03T00Z,0.0,,,1,,,46579
2018-04-03T01Z,0.0,,,1,,,46579
2018-04-03T02Z,0.0,,,1,,,46579
